what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1396946027423
error,log,,,"Core exception while retrieving the content description",1396946027426
error,log,,,"Core exception while retrieving the content description",1396946027428
error,log,,,"Core exception while retrieving the content description",1396946027431
error,log,,,"Core exception while retrieving the content description",1396946027434
error,log,,,"Core exception while retrieving the content description",1396946027437
error,log,,,"Core exception while retrieving the content description",1396946027439
error,log,,,"Core exception while retrieving the content description",1396946027442
error,log,,,"Core exception while retrieving the content description",1396946027447
error,log,,,"Core exception while retrieving the content description",1396946027449
error,log,,,"Core exception while retrieving the content description",1396946027452
error,log,,,"Core exception while retrieving the content description",1396946027455
error,log,,,"Core exception while retrieving the content description",1396946027457
error,log,,,"Core exception while retrieving the content description",1396946027461
error,log,,,"Core exception while retrieving the content description",1396946027463
error,log,,,"Core exception while retrieving the content description",1396946027466
error,log,,,"Core exception while retrieving the content description",1396946027469
error,log,,,"Core exception while retrieving the content description",1396946027471
error,log,,,"Core exception while retrieving the content description",1396946027475
error,log,,,"Core exception while retrieving the content description",1396946027477
error,log,,,"Core exception while retrieving the content description",1396946027481
error,log,,,"Core exception while retrieving the content description",1396946027483
error,log,,,"Core exception while retrieving the content description",1396946027485
error,log,,,"Core exception while retrieving the content description",1396946027488
error,log,,,"Core exception while retrieving the content description",1396946027491
error,log,,,"Core exception while retrieving the content description",1396946027494
error,log,,,"Core exception while retrieving the content description",1396946027496
error,log,,,"Core exception while retrieving the content description",1396946027499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396946028312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1396946040367
error,log,,,"Publishing failed with multiple errors",1396946041577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396946041614
error,log,,,"Core exception while retrieving the content description",1396946042126
error,log,,,"Core exception while retrieving the content description",1396946042129
error,log,,,"Core exception while retrieving the content description",1396946042134
error,log,,,"Core exception while retrieving the content description",1396946042139
error,log,,,"Core exception while retrieving the content description",1396946042143
error,log,,,"Core exception while retrieving the content description",1396946042146
error,log,,,"Core exception while retrieving the content description",1396946042149
error,log,,,"Core exception while retrieving the content description",1396946042153
error,log,,,"Core exception while retrieving the content description",1396946042156
error,log,,,"Core exception while retrieving the content description",1396946042160
error,log,,,"Core exception while retrieving the content description",1396946042166
error,log,,,"Core exception while retrieving the content description",1396946042169
error,log,,,"Core exception while retrieving the content description",1396946042174
error,log,,,"Core exception while retrieving the content description",1396946042176
error,log,,,"Core exception while retrieving the content description",1396946042179
error,log,,,"Core exception while retrieving the content description",1396946042184
error,log,,,"Core exception while retrieving the content description",1396946042188
error,log,,,"Core exception while retrieving the content description",1396946042192
error,log,,,"Core exception while retrieving the content description",1396946042196
error,log,,,"Core exception while retrieving the content description",1396946042200
error,log,,,"Core exception while retrieving the content description",1396946042204
error,log,,,"Core exception while retrieving the content description",1396946042207
error,log,,,"Core exception while retrieving the content description",1396946042211
error,log,,,"Core exception while retrieving the content description",1396946042216
error,log,,,"Core exception while retrieving the content description",1396946042220
error,log,,,"Core exception while retrieving the content description",1396946042232
error,log,,,"Core exception while retrieving the content description",1396946042235
error,log,,,"Core exception while retrieving the content description",1396946042239
error,log,,,"Core exception while retrieving the content description",1396946042243
error,log,,,"Core exception while retrieving the content description",1396946042246
error,log,,,"Core exception while retrieving the content description",1396946042253
error,log,,,"Core exception while retrieving the content description",1396946042256
error,log,,,"Core exception while retrieving the content description",1396946042261
error,log,,,"Core exception while retrieving the content description",1396946042264
error,log,,,"Core exception while retrieving the content description",1396946042267
error,log,,,"Core exception while retrieving the content description",1396946042272
error,log,,,"Core exception while retrieving the content description",1396946042276
error,log,,,"Core exception while retrieving the content description",1396946042279
error,log,,,"Core exception while retrieving the content description",1396946042284
error,log,,,"Core exception while retrieving the content description",1396946042288
error,log,,,"Core exception while retrieving the content description",1396946042292
error,log,,,"Core exception while retrieving the content description",1396946042296
error,log,,,"Core exception while retrieving the content description",1396946042299
error,log,,,"Core exception while retrieving the content description",1396946042302
error,log,,,"Core exception while retrieving the content description",1396946042305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396946043775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1396946046556
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1396946047980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396946051642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1396946052564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396946053379
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1396946053385
error,log,,,"Core exception while retrieving the content description",1396946053988
error,log,,,"Core exception while retrieving the content description",1396946053992
error,log,,,"Core exception while retrieving the content description",1396946053997
error,log,,,"Core exception while retrieving the content description",1396946054001
error,log,,,"Core exception while retrieving the content description",1396946054004
error,log,,,"Core exception while retrieving the content description",1396946054010
error,log,,,"Core exception while retrieving the content description",1396946054014
error,log,,,"Core exception while retrieving the content description",1396946054019
error,log,,,"Core exception while retrieving the content description",1396946054023
error,log,,,"Core exception while retrieving the content description",1396946054027
error,log,,,"Core exception while retrieving the content description",1396946054032
error,log,,,"Core exception while retrieving the content description",1396946054036
error,log,,,"Core exception while retrieving the content description",1396946054041
error,log,,,"Core exception while retrieving the content description",1396946054044
error,log,,,"Core exception while retrieving the content description",1396946054048
error,log,,,"Core exception while retrieving the content description",1396946054053
error,log,,,"Core exception while retrieving the content description",1396946054056
error,log,,,"Core exception while retrieving the content description",1396946054061
error,log,,,"Core exception while retrieving the content description",1396946054065
error,log,,,"Core exception while retrieving the content description",1396946054069
error,log,,,"Core exception while retrieving the content description",1396946054073
error,log,,,"Core exception while retrieving the content description",1396946054076
error,log,,,"Core exception while retrieving the content description",1396946054080
error,log,,,"Core exception while retrieving the content description",1396946054083
error,log,,,"Core exception while retrieving the content description",1396946054086
error,log,,,"Core exception while retrieving the content description",1396946054092
error,log,,,"Core exception while retrieving the content description",1396946054094
