what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1396945920045
error,log,,,"Core exception while retrieving the content description",1396945920049
error,log,,,"Core exception while retrieving the content description",1396945920051
error,log,,,"Core exception while retrieving the content description",1396945920055
error,log,,,"Core exception while retrieving the content description",1396945920057
error,log,,,"Core exception while retrieving the content description",1396945920060
error,log,,,"Core exception while retrieving the content description",1396945920062
error,log,,,"Core exception while retrieving the content description",1396945920065
error,log,,,"Core exception while retrieving the content description",1396945920068
error,log,,,"Core exception while retrieving the content description",1396945920071
error,log,,,"Core exception while retrieving the content description",1396945920073
error,log,,,"Publishing failed with multiple errors",1396945920588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396945920621
error,log,,,"Core exception while retrieving the content description",1396945921166
error,log,,,"Core exception while retrieving the content description",1396945921173
error,log,,,"Core exception while retrieving the content description",1396945921182
error,log,,,"Core exception while retrieving the content description",1396945921191
error,log,,,"Core exception while retrieving the content description",1396945921194
error,log,,,"Core exception while retrieving the content description",1396945921198
error,log,,,"Core exception while retrieving the content description",1396945921201
error,log,,,"Core exception while retrieving the content description",1396945921204
error,log,,,"Core exception while retrieving the content description",1396945921207
error,log,,,"Core exception while retrieving the content description",1396945921210
error,log,,,"Core exception while retrieving the content description",1396945921214
error,log,,,"Core exception while retrieving the content description",1396945921228
error,log,,,"Core exception while retrieving the content description",1396945921232
error,log,,,"Core exception while retrieving the content description",1396945921235
error,log,,,"Core exception while retrieving the content description",1396945921238
error,log,,,"Core exception while retrieving the content description",1396945921241
error,log,,,"Core exception while retrieving the content description",1396945921244
error,log,,,"Core exception while retrieving the content description",1396945921248
error,log,,,"Core exception while retrieving the content description",1396945921251
error,log,,,"Core exception while retrieving the content description",1396945921254
error,log,,,"Core exception while retrieving the content description",1396945921257
error,log,,,"Core exception while retrieving the content description",1396945921262
error,log,,,"Core exception while retrieving the content description",1396945921266
error,log,,,"Core exception while retrieving the content description",1396945921269
error,log,,,"Core exception while retrieving the content description",1396945921271
error,log,,,"Core exception while retrieving the content description",1396945921277
error,log,,,"Core exception while retrieving the content description",1396945921280
